pathway	analysis	gene_symbol
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	UPP1
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	NDRG1
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	CCND3
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	GADD45A
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	TGFA
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	ZBTB16
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	ACVR1B
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	DRAM1
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	ABHD4
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	ALOX15B
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	PTPRE
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	MXD1
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	APAF1
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	STOM
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	CEBPA
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	CD82
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	NUPR1
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	SP1
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	TRAFD1
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	PRMT2
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	TOB1
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	CDK5R1
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	HEXIM1
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	FOXO3
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	FAS
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	PRKAB1
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	RXRA
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	RNF19B
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	RHBDF2
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	INHBB
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	PPP1R15A
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	TGFB1
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	IER3
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	CTSD
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	CSRNP2
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	SERTAD3
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	SOCS1
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	PPM1D
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	GPX2
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	CCP110
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	GM2A
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	PLK3
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	FGF13
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	ZFP36L1
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	VDR
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	CYFIP2
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	DDIT4
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	NOTCH1
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	DEF6
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	TAP1
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	MKNK2
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	STEAP3
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	TXNIP
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	APP
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	IP6K2
P53_PATHWAY	entry3.75_SOFA_D3__all_valid	HSPA4L
PEROXISOME	entry3.75_SOFA_D3__all_valid	ABCD2
PEROXISOME	entry3.75_SOFA_D3__all_valid	SLC23A2
PEROXISOME	entry3.75_SOFA_D3__all_valid	SLC25A4
PEROXISOME	entry3.75_SOFA_D3__all_valid	CLN6
PEROXISOME	entry3.75_SOFA_D3__all_valid	HRAS
PEROXISOME	entry3.75_SOFA_D3__all_valid	SLC35B2
PEROXISOME	entry3.75_SOFA_D3__all_valid	EPHX2
PEROXISOME	entry3.75_SOFA_D3__all_valid	DHRS3
PEROXISOME	entry3.75_SOFA_D3__all_valid	ERCC3
PEROXISOME	entry3.75_SOFA_D3__all_valid	IDH2
PEROXISOME	entry3.75_SOFA_D3__all_valid	PRDX1
PEROXISOME	entry3.75_SOFA_D3__all_valid	CADM1
PEROXISOME	entry3.75_SOFA_D3__all_valid	SLC25A19
PEROXISOME	entry3.75_SOFA_D3__all_valid	ABCB1
PEROXISOME	entry3.75_SOFA_D3__all_valid	SCP2
PEROXISOME	entry3.75_SOFA_D3__all_valid	ECI2
PEROXISOME	entry3.75_SOFA_D3__all_valid	HSD17B4
PEROXISOME	entry3.75_SOFA_D3__all_valid	ABCB4
PEROXISOME	entry3.75_SOFA_D3__all_valid	ACSL5
PEROXISOME	entry3.75_SOFA_D3__all_valid	CTPS1
PEROXISOME	entry3.75_SOFA_D3__all_valid	SOD1
PEROXISOME	entry3.75_SOFA_D3__all_valid	MSH2
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	MKNK1
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	CAB39
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	SLA
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	MAP2K6
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	PRKCB
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	MAPK1
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	PRKAR2A
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	TNFRSF1A
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	DUSP3
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	RALB
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	RAC1
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	VAV3
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	PTEN
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	GSK3B
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	RPS6KA3
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	SLC2A1
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	MAP2K3
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	RPS6KA1
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	GRB2
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	MYD88
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	RAF1
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	CFL1
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	YWHAB
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	CDKN1B
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	RIT1
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	UBE2D3
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	RIPK1
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	IRAK4
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	ACTR2
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	PIKFYVE
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	SMAD2
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	ACTR3
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	AKT1S1
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	ARF1
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	CLTC
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	GRK2
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	MAPK10
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	MKNK2
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	IL2RG
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	PFN1
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	ITPR2
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	TBK1
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	PTPN11
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	NFKBIB
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	PDK1
PI3K_AKT_MTOR_SIGNALING	entry3.75_SOFA_D3__all_valid	E2F1
PROTEIN_SECRETION	entry3.75_SOFA_D3__all_valid	KIF1B
PROTEIN_SECRETION	entry3.75_SOFA_D3__all_valid	MAPK1
PROTEIN_SECRETION	entry3.75_SOFA_D3__all_valid	IGF2R
PROTEIN_SECRETION	entry3.75_SOFA_D3__all_valid	RPS6KA3
PROTEIN_SECRETION	entry3.75_SOFA_D3__all_valid	STX16
PROTEIN_SECRETION	entry3.75_SOFA_D3__all_valid	GNAS
PROTEIN_SECRETION	entry3.75_SOFA_D3__all_valid	CD63
PROTEIN_SECRETION	entry3.75_SOFA_D3__all_valid	AP2B1
PROTEIN_SECRETION	entry3.75_SOFA_D3__all_valid	GLA
PROTEIN_SECRETION	entry3.75_SOFA_D3__all_valid	PAM
PROTEIN_SECRETION	entry3.75_SOFA_D3__all_valid	ARFGEF1
PROTEIN_SECRETION	entry3.75_SOFA_D3__all_valid	STX7
PROTEIN_SECRETION	entry3.75_SOFA_D3__all_valid	RAB5A
PROTEIN_SECRETION	entry3.75_SOFA_D3__all_valid	LAMP2
PROTEIN_SECRETION	entry3.75_SOFA_D3__all_valid	VAMP3
PROTEIN_SECRETION	entry3.75_SOFA_D3__all_valid	AP1G1
PROTEIN_SECRETION	entry3.75_SOFA_D3__all_valid	ARF1
PROTEIN_SECRETION	entry3.75_SOFA_D3__all_valid	CLTC
PROTEIN_SECRETION	entry3.75_SOFA_D3__all_valid	SEC22B
PROTEIN_SECRETION	entry3.75_SOFA_D3__all_valid	STAM
PROTEIN_SECRETION	entry3.75_SOFA_D3__all_valid	RAB2A
PROTEIN_SECRETION	entry3.75_SOFA_D3__all_valid	AP3S1
PROTEIN_SECRETION	entry3.75_SOFA_D3__all_valid	ARFGAP3
PROTEIN_SECRETION	entry3.75_SOFA_D3__all_valid	COPB1
PROTEIN_SECRETION	entry3.75_SOFA_D3__all_valid	RAB14
PROTEIN_SECRETION	entry3.75_SOFA_D3__all_valid	ATP6V1H
PROTEIN_SECRETION	entry3.75_SOFA_D3__all_valid	VPS4B
PROTEIN_SECRETION	entry3.75_SOFA_D3__all_valid	CLN5
PROTEIN_SECRETION	entry3.75_SOFA_D3__all_valid	ABCA1
PROTEIN_SECRETION	entry3.75_SOFA_D3__all_valid	AP2M1
PROTEIN_SECRETION	entry3.75_SOFA_D3__all_valid	SNAP23
REACTIVE_OXYGEN_SPECIES_PATHWAY	entry3.75_SOFA_D3__all_valid	GSR
REACTIVE_OXYGEN_SPECIES_PATHWAY	entry3.75_SOFA_D3__all_valid	GCLM
REACTIVE_OXYGEN_SPECIES_PATHWAY	entry3.75_SOFA_D3__all_valid	HHEX
REACTIVE_OXYGEN_SPECIES_PATHWAY	entry3.75_SOFA_D3__all_valid	FES
REACTIVE_OXYGEN_SPECIES_PATHWAY	entry3.75_SOFA_D3__all_valid	MSRA
REACTIVE_OXYGEN_SPECIES_PATHWAY	entry3.75_SOFA_D3__all_valid	MBP
REACTIVE_OXYGEN_SPECIES_PATHWAY	entry3.75_SOFA_D3__all_valid	CDKN2D
REACTIVE_OXYGEN_SPECIES_PATHWAY	entry3.75_SOFA_D3__all_valid	SBNO2
REACTIVE_OXYGEN_SPECIES_PATHWAY	entry3.75_SOFA_D3__all_valid	G6PD
REACTIVE_OXYGEN_SPECIES_PATHWAY	entry3.75_SOFA_D3__all_valid	OXSR1
REACTIVE_OXYGEN_SPECIES_PATHWAY	entry3.75_SOFA_D3__all_valid	TXNRD1
REACTIVE_OXYGEN_SPECIES_PATHWAY	entry3.75_SOFA_D3__all_valid	SRXN1
REACTIVE_OXYGEN_SPECIES_PATHWAY	entry3.75_SOFA_D3__all_valid	LAMTOR5
REACTIVE_OXYGEN_SPECIES_PATHWAY	entry3.75_SOFA_D3__all_valid	TXN
REACTIVE_OXYGEN_SPECIES_PATHWAY	entry3.75_SOFA_D3__all_valid	NQO1
REACTIVE_OXYGEN_SPECIES_PATHWAY	entry3.75_SOFA_D3__all_valid	FTL
REACTIVE_OXYGEN_SPECIES_PATHWAY	entry3.75_SOFA_D3__all_valid	JUNB
REACTIVE_OXYGEN_SPECIES_PATHWAY	entry3.75_SOFA_D3__all_valid	GLRX
REACTIVE_OXYGEN_SPECIES_PATHWAY	entry3.75_SOFA_D3__all_valid	LSP1
REACTIVE_OXYGEN_SPECIES_PATHWAY	entry3.75_SOFA_D3__all_valid	EGLN2
REACTIVE_OXYGEN_SPECIES_PATHWAY	entry3.75_SOFA_D3__all_valid	PRDX6
REACTIVE_OXYGEN_SPECIES_PATHWAY	entry3.75_SOFA_D3__all_valid	GPX3
SPERMATOGENESIS	entry3.75_SOFA_D3__all_valid	PGS1
SPERMATOGENESIS	entry3.75_SOFA_D3__all_valid	AGFG1
SPERMATOGENESIS	entry3.75_SOFA_D3__all_valid	TLE4
SPERMATOGENESIS	entry3.75_SOFA_D3__all_valid	PRKAR2A
SPERMATOGENESIS	entry3.75_SOFA_D3__all_valid	CCNA1
SPERMATOGENESIS	entry3.75_SOFA_D3__all_valid	CLVS1
SPERMATOGENESIS	entry3.75_SOFA_D3__all_valid	BRAF
SPERMATOGENESIS	entry3.75_SOFA_D3__all_valid	TALDO1
SPERMATOGENESIS	entry3.75_SOFA_D3__all_valid	IP6K1
SPERMATOGENESIS	entry3.75_SOFA_D3__all_valid	SHE
SPERMATOGENESIS	entry3.75_SOFA_D3__all_valid	H1-6
SPERMATOGENESIS	entry3.75_SOFA_D3__all_valid	PHF7
SPERMATOGENESIS	entry3.75_SOFA_D3__all_valid	CHFR
SPERMATOGENESIS	entry3.75_SOFA_D3__all_valid	GMCL1
SPERMATOGENESIS	entry3.75_SOFA_D3__all_valid	TTK
SPERMATOGENESIS	entry3.75_SOFA_D3__all_valid	MAST2
TGF_BETA_SIGNALING	entry3.75_SOFA_D3__all_valid	FKBP1A
TGF_BETA_SIGNALING	entry3.75_SOFA_D3__all_valid	RAB31
TGF_BETA_SIGNALING	entry3.75_SOFA_D3__all_valid	HIPK2
TGF_BETA_SIGNALING	entry3.75_SOFA_D3__all_valid	FURIN
TGF_BETA_SIGNALING	entry3.75_SOFA_D3__all_valid	IFNGR2
TGF_BETA_SIGNALING	entry3.75_SOFA_D3__all_valid	TGFBR1
TGF_BETA_SIGNALING	entry3.75_SOFA_D3__all_valid	SPTBN1
TGF_BETA_SIGNALING	entry3.75_SOFA_D3__all_valid	SERPINE1
TGF_BETA_SIGNALING	entry3.75_SOFA_D3__all_valid	PPP1R15A
TGF_BETA_SIGNALING	entry3.75_SOFA_D3__all_valid	SMAD1
TGF_BETA_SIGNALING	entry3.75_SOFA_D3__all_valid	CTNNB1
TGF_BETA_SIGNALING	entry3.75_SOFA_D3__all_valid	TGFB1
TGF_BETA_SIGNALING	entry3.75_SOFA_D3__all_valid	THBS1
TGF_BETA_SIGNALING	entry3.75_SOFA_D3__all_valid	UBE2D3
TGF_BETA_SIGNALING	entry3.75_SOFA_D3__all_valid	SKI
TGF_BETA_SIGNALING	entry3.75_SOFA_D3__all_valid	XIAP
TGF_BETA_SIGNALING	entry3.75_SOFA_D3__all_valid	PPM1A
TGF_BETA_SIGNALING	entry3.75_SOFA_D3__all_valid	SMURF1
TGF_BETA_SIGNALING	entry3.75_SOFA_D3__all_valid	APC
TGF_BETA_SIGNALING	entry3.75_SOFA_D3__all_valid	RHOA
TGF_BETA_SIGNALING	entry3.75_SOFA_D3__all_valid	JUNB
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	BCL6
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	GADD45A
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	PFKFB3
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	ETS2
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	SLC2A3
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	FOSL2
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	NFIL3
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	CFLAR
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	B4GALT5
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	BCL2A1
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	IRS2
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	SOCS3
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	DRAM1
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	LITAF
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	PTPRE
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	MXD1
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	IFNGR2
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	KLF9
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	KLF6
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	TLR2
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	TIPARP
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	RCAN1
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	NFKB1
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	NFKBIA
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	LDLR
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	DENND5A
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	TNIP1
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	CD44
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	MAP2K3
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	EHD1
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	F2RL1
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	PER1
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	BCL3
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	SERPINE1
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	MAP3K8
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	PNRC1
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	CEBPB
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	CEBPD
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	ZC3H12A
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	AREG
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	RNF19B
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	CSF1
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	PPP1R15A
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	GADD45B
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	TNFAIP3
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	B4GALT1
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	JAG1
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	NFE2L2
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	DUSP1
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	TRIB1
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	KDM6B
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	IER3
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	NAMPT
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	STAT5A
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	NFAT5
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	MARCKS
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	REL
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	ICAM1
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	TUBB2A
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	TNFAIP6
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	TNIP2
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	JUNB
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	ZFP36
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	TAP1
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	IRF1
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	IL6ST
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	PHLDA1
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	TANK
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	CXCL1
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	DNAJB4
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	EFNA1
TNFA_SIGNALING_VIA_NFKB	entry3.75_SOFA_D3__all_valid	PLEK
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	NPM1
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	IMP3
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	NOP56
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	EIF2AK3
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	EXOSC2
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	HSPA9
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	EXOSC9
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	SPCS1
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	HSP90B1
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	RPS14
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	EIF2S1
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	IARS1
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	PDIA6
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	SKIC3
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	CEBPG
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	SLC30A5
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	LSM4
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	DNAJB9
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	EIF4A2
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	SRPRB
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	SEC31A
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	BANF1
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	WFS1
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	MTREX
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	SEC11A
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	RRP9
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	SSR1
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	FUS
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	BAG3
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	EIF4EBP1
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	HERPUD1
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	DDX10
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	HYOU1
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	EIF4A1
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	YIF1A
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	XBP1
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	NOLC1
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	NOP14
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	ALDH18A1
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	EXOC2
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	FKBP14
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	SPCS3
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	CNOT2
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	EIF4E
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	SDAD1
UNFOLDED_PROTEIN_RESPONSE	entry3.75_SOFA_D3__all_valid	EDEM1
